TradingDay,OrderLocalID,OrderSysID,FrontID,SessionID,OrderRef,InvestorID,BusinessUnitID,MarketID,ShareholderID,AccountID,CurrencyID,ExchangeID,SecurityID,OrderPriceType,TimeCondition,VolumeCondition,MinVolume,Direction,Price,VolumeTotalOriginal,VolumeTraded,VolumeCanceled,OrderSysStatus,OrderStatus,OrderSubmitStatus,ExchErrorMsg,ErrorID,BranchID,PbuID,OperatorID,InsertDate,InsertTime,CancelTime,ActiveTraderID,ActiveUserID,UserProductInfo,OuterIPAddress,MacAddress,RequestID,CombOffsetFlag,CombHedgeFlag,TradingCodeClass,TransfereePbuID,IsSystemCreated,UserForceClose,LotType,ForceCloseReason,TerminalInfo,HDSerial,BInfo,SInfo,IInfo,InsertMillisec,Operway,DepartmentID,ProperCtrlBusinessType,ProperCtrlPassFlag,CondCheck,RecordNumber,IsCacheOrder,Turnover,ExchVolume,MeasureIndex,RtnFloatInfo,RtnIntInfo,Mobile,InnerIPAddress,OrderType,TraderOfferID,GTDate
20200511,H100000073,12002H100000073,1,963248156,95,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300567,2,3,1,0,1,69.9000000000@9a99999999795140,100,0,100,4,5,3,,0,H1,397377,398000012303,20200511,09:30:02,09:30:12,397377,398000012303,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,0.0000000000@0000000000000000,100,111,752192.4964352304@2ec22cfe80f42641,1000,,220.89.121.27,0,1,0035
20200511,H100000074,12002H100000074,1,963248156,96,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300035,2,3,1,0,1,7.3900000000@8fc2f5285c8f1d40,1300,0,1300,4,5,3,,0,H1,397377,398000012303,20200511,09:30:02,09:30:12,397377,398000012303,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,0.0000000000@0000000000000000,1300,112,752163.0547950303@1e180e1c46f42641,7600,,220.89.121.27,0,1,0640
20200511,H100000075,12002H100000075,1,963248156,97,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300640,2,3,1,0,1,11.9900000000@7b14ae47e1fa2740,800,0,800,4,5,3,,0,H1,397377,398000012303,20200511,09:30:02,09:30:12,397377,398000012303,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,608,,3980,,,,0,0,0.0000000000@0000000000000000,800,113,752138.0965421302@58f86d3114f42641,5500,,220.89.121.27,0,1,
20200511,H100000076,12002H100000076,1,963248134,00000006,398000080007,398000080007,2,0899180722,39800008000701,CNY,2,002002,2,3,1,0,1,3.8400000000@b81e85eb51b80e40,1000,1000,0,3,0,3,,0,H1,397377,398000080007,20200511,09:30:04,,397377,398000080007,UltraVIP,220.89.121.27,00:0F:53:3B:6D:80,0,,,a,,0,0,,,1123ni3498ebf,,,,0,819,u,3980,,,,0,0,3840.0000000000@000000000000ae40,1000,147,519692.6074740000@0daa0d6e32b81f41,0,,220.89.121.27,0,1,
20200511,H100000097,12002H100000097,1,963248156,98,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300681,2,3,1,0,1,34.4700000000@5c8fc2f5283c4140,200,0,200,4,5,3,,0,H1,397377,398000012303,20200511,09:30:12,09:30:22,397377,398000012303,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,661,,3980,,,,0,0,0.0000000000@0000000000000000,200,204,863815.9970368304@879c7bfe8f5c2a41,2000,,220.89.121.27,0,1,
20200511,H100000098,12002H100000098,1,963248156,99,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,002107,2,3,1,0,1,12.3000000000@9a99999999992840,800,0,800,4,5,3,,0,H1,397377,398000012303,20200511,09:30:12,09:30:22,397377,398000012303,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,661,,3980,,,,0,0,0.0000000000@0000000000000000,800,205,863873.7900770304@fef98494035d2a41,5500,,220.89.121.27,0,1,
20200511,H100000099,12002H100000099,1,963248156,100,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300580,2,3,1,0,1,17.6000000000@9a99999999993140,500,500,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:12,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,661,,3980,,,,0,0,8800.0000000000@000000000030c140,500,206,824819.3523151304@16a662b4e62b2941,3200,,220.89.121.27,0,1,2858
20200511,H100000100,12002H100000100,1,963248156,101,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,002858,2,3,1,0,1,12.3800000000@c3f5285c8fc22840,700,700,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:12,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,661,,3980,,,,0,0,8666.0000000000@0000000000edc040,700,207,771637.6458742304@f206b04a6b8c2741,4500,,220.89.121.27,0,1,
20200511,H100000101,12002H100000101,1,963248156,102,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300131,2,3,1,0,1,4.9300000000@b81e85eb51b81340,1300,1300,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:12,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,661,,3980,,,,0,0,6409.0000000000@000000000009b940,1300,208,863927.3523151304@16a662b46e5d2a41,7700,,220.89.121.27,0,1,1028
20200511,H100000102,12002H100000102,1,963248156,104,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300393,2,3,1,0,1,14.7400000000@7b14ae47e17a2d40,1000,0,1000,4,5,3,,0,H1,397377,398000012303,20200511,09:30:12,09:30:22,397377,398000012303,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,661,,3980,,,,0,0,0.0000000000@0000000000000000,1000,210,863807.1127390304@21eeb8397e5c2a41,3800,,220.89.121.27,0,1,
20200511,H100000103,12002H100000103,1,963248156,107,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300677,2,3,1,0,1,53.4900000000@1f85eb51b8be4a40,200,200,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:12,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,661,,3980,,,,0,0,10698.0000000000@0000000000e5c440,200,213,764209.5032848304@9e8cae0163522741,1000,,220.89.121.27,0,1,
20200511,H100000104,12002H100000104,1,963248156,108,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,002165,2,3,1,0,1,4.8700000000@7b14ae47e17a1340,2000,2000,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:12,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,661,,3980,,,,0,0,9740.0000000000@000000000006c340,2000,214,979102.4691832423@33c938f03ce12d41,12100,,220.89.121.27,0,1,0219
20200511,H100000105,12002H100000105,1,963248156,109,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,300219,2,3,1,0,1,8.4800000000@f6285c8fc2f52040,1100,0,1100,4,5,3,,0,H1,397377,398000012303,20200511,09:30:12,09:30:22,397377,398000012303,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,661,,3980,,,,0,0,0.0000000000@0000000000000000,1100,215,863788.1173010304@73e10e3c585c2a41,8100,,220.89.121.27,0,1,
20200511,H100000106,12002H100000106,1,963248156,111,398000012303,398000012303,2,0899209696,39800001230301,CNY,2,002876,2,3,1,0,1,49.9800000000@3d0ad7a370fd4840,300,300,0,3,0,3,,0,H1,397377,398000012303,20200511,09:30:12,,,,UltraVIP,220.89.121.27,12:34:EC:23:ED:3E,0,,,a,,0,0,,,1123ni3498ebf,,,,0,661,,3980,,,,0,0,14994.0000000000@000000000049cd40,300,217,798912.2778589304@9686438e80612841,1100,,220.89.121.27,0,1,2637
